10
20
80 41 66 27 93 94 57 63 16 14 87 29 84 32 8 63 6 10 42 70
18 70 96 69 23 73 85 19 43 13 72 54 43 93 41 58 26 82 15 49
73 20 44 36 65 13 29 53 75 98 48 36 4 79 26 97 72 85 36 69
74 48 66 40 67 85 49 66 95 35 53 35 43 22 81 67 17 69 96 75
14 33 7 44 98 7 77 54 74 73 77 17 20 14 21 85 1 14 83 45
12 83 78 24 35 4 97 36 20 21 18 12 63 92 57 29 53 19 82 84
36 82 50 24 69 57 20 87 78 70 81 68 77 54 96 22 44 51 41 77
25 36 92 89 41 34 70 90 52 28 81 26 6 75 31 16 1 69 38 82
53 84 42 96 82 19 74 51 23 59 62 67 54 3 10 76 74 92 54 56
51 49 96 17 96 7 36 58 14 3 70 1 18 19 62 68 39 86 32 57
1641 1641 1641 1641 1641 1641 1641 1641 1641 1641
1472
