80
20
48 89 48 94 85 78 47 52 91 35 82 47 86 94 17 28 28 64 22 75 
89 89 77 48 30 63 45 55 75 49 7 33 47 64 95 84 27 31 96 91 
36 6 95 60 93 51 58 44 33 50 69 80 42 66 15 11 87 21 99 11 
64 99 20 23 29 39 22 71 31 22 34 21 97 95 10 23 31 6 27 38 
83 20 95 53 75 31 39 38 32 82 54 78 45 94 11 84 66 66 91 85 
19 12 76 65 22 69 62 13 29 24 34 59 86 55 5 28 5 23 47 7 
70 63 95 38 63 10 60 30 61 79 46 43 38 35 69 2 56 88 42 28 
33 73 89 67 57 57 6 80 40 79 26 44 39 95 97 90 34 99 74 37 
7 39 88 57 90 64 78 63 53 95 11 84 34 6 25 69 6 25 17 3 
90 58 60 30 63 40 45 62 28 61 6 90 52 24 31 84 95 23 19 76 
25 24 19 28 38 0 25 73 78 69 1 38 76 76 51 80 20 79 87 99 
46 55 43 3 52 8 5 79 7 1 11 54 74 13 91 77 80 79 30 32 
56 18 23 67 10 70 97 25 18 31 82 70 63 19 16 77 49 65 42 84 
33 25 82 72 95 23 57 84 94 26 73 12 57 70 37 91 4 56 20 22 
64 79 37 27 13 95 71 16 30 77 96 42 95 69 49 48 10 9 63 21 
97 23 18 95 70 84 37 39 11 45 44 92 10 45 25 20 30 58 97 16 
26 39 90 96 83 20 48 11 79 59 48 46 5 2 60 55 96 74 73 7 
72 0 52 88 77 90 10 69 73 69 47 97 11 82 40 22 53 84 12 77 
58 40 75 37 3 84 90 84 62 96 26 70 39 73 61 63 17 68 25 94 
98 37 54 83 82 47 9 63 47 3 1 99 40 45 88 10 52 97 16 23 
55 96 71 84 22 46 19 58 43 26 77 8 93 85 64 26 63 64 90 83 
47 16 7 40 9 77 92 25 9 59 21 12 30 52 9 7 99 61 3 3 
14 31 39 18 71 42 3 32 21 19 7 34 90 40 16 43 18 48 27 90 
18 88 78 78 6 33 13 8 98 50 20 52 24 92 15 96 67 59 4 65 
6 94 83 98 63 76 29 46 53 75 9 29 34 1 63 59 28 67 14 83 
58 99 23 90 25 25 90 63 21 82 36 60 78 14 88 17 16 70 54 54 
75 67 18 2 25 65 13 77 68 26 41 0 69 91 68 29 29 65 15 0 
67 46 65 83 75 5 83 0 95 4 68 48 34 19 88 11 81 50 36 35 
72 53 89 5 33 36 33 18 58 70 13 57 14 65 86 96 72 20 94 14 
83 88 54 91 55 4 48 30 30 57 14 94 17 20 44 56 63 70 48 68 
69 23 47 9 9 70 1 11 11 86 14 2 26 67 3 21 90 70 33 70 
62 47 83 89 20 29 76 78 82 94 23 74 8 65 12 65 3 68 77 98 
39 96 60 61 21 48 95 58 11 95 69 27 12 64 3 16 20 94 59 48 
11 64 47 89 48 72 34 74 38 87 98 29 63 87 72 91 18 56 76 68 
10 56 75 10 23 89 3 94 0 83 85 75 3 11 2 13 24 14 75 31 
83 63 15 24 48 27 4 86 81 14 52 24 96 11 44 7 66 22 23 52 
46 55 64 11 78 20 79 59 68 27 3 77 9 59 57 51 37 56 66 75 
88 71 43 80 21 94 76 58 8 64 19 63 46 77 9 27 31 98 13 36 
48 56 21 64 19 18 98 50 42 46 43 25 72 79 17 60 19 32 95 21 
63 15 14 63 36 65 10 92 19 57 18 95 27 93 35 63 59 17 19 37 
23 99 69 40 22 10 22 17 71 16 53 19 9 62 10 51 78 74 11 87 
90 82 33 31 45 63 92 85 0 28 61 16 44 94 22 0 50 5 66 86 
61 93 21 67 7 86 88 46 59 93 3 11 46 56 65 90 12 0 71 46 
21 78 62 67 15 60 50 20 2 4 9 48 44 53 25 14 9 54 85 38 
28 8 30 53 78 84 99 99 82 29 13 60 74 49 81 52 14 77 28 71 
36 75 47 55 8 85 42 34 73 77 48 56 16 30 6 8 84 65 82 22 
13 78 59 33 32 32 76 66 64 41 20 54 45 43 90 0 38 74 4 25 
62 44 96 72 78 65 41 5 35 79 64 9 68 78 16 27 81 61 35 95 
3 23 26 13 6 21 84 85 16 73 84 83 55 94 20 36 49 65 92 1 
41 60 0 20 85 44 6 43 67 99 86 49 80 46 37 77 23 92 72 94 
28 30 89 39 79 57 76 27 37 76 43 66 17 2 86 6 36 72 97 10 
22 92 67 90 69 63 36 52 84 89 41 41 27 93 11 45 96 73 37 38 
87 49 50 90 62 74 61 91 57 49 2 46 73 89 29 41 8 93 22 5 
69 15 85 85 7 13 28 68 91 92 85 86 35 52 90 84 69 51 92 32 
35 28 60 59 69 49 47 89 54 53 26 59 88 62 8 51 68 51 64 8 
91 17 9 46 42 43 19 99 53 80 17 75 29 44 77 81 41 25 86 73 
47 63 83 37 41 32 73 78 43 82 90 20 20 68 6 22 9 70 43 56 
23 75 12 80 25 55 70 95 93 62 51 41 90 9 82 99 90 2 29 17 
85 26 50 63 68 26 17 42 43 7 45 27 63 52 94 37 20 49 14 24 
57 86 11 75 69 35 59 89 70 75 42 80 57 57 51 46 93 61 82 77 
96 5 99 91 87 67 12 51 94 3 37 31 59 91 92 62 46 82 43 86 
29 6 16 49 10 94 4 42 46 57 28 12 2 94 90 64 61 23 94 85 
80 27 62 96 88 11 71 20 72 79 86 60 26 76 72 24 33 44 91 32 
44 36 56 55 34 93 28 32 99 56 63 22 81 46 29 14 81 69 70 16 
16 9 36 19 96 96 47 8 45 31 38 40 76 47 81 82 99 73 46 55 
92 78 31 93 94 16 47 6 37 9 21 84 37 91 93 79 98 5 46 25 
83 58 73 8 5 39 0 12 17 91 66 31 84 88 31 43 57 63 28 18 
48 20 27 92 38 76 82 80 19 40 19 11 15 81 31 60 37 25 89 62 
95 97 27 34 93 41 65 51 81 28 45 63 48 18 41 50 23 35 72 31 
29 33 66 77 43 87 96 41 68 25 4 55 21 65 18 3 40 49 11 64 
