50
20
21 31 64 97 6 13 83 0 11 75 3 48 53 21 16 7 24 75 3 23 
76 57 73 6 10 2 53 43 61 62 72 9 27 1 91 50 70 41 30 15 
60 98 30 52 76 60 28 54 23 55 2 52 60 71 40 3 90 14 98 47 
51 84 91 7 48 21 94 83 6 72 52 32 32 85 37 91 10 56 14 97 
81 9 92 27 18 8 99 72 53 82 17 54 38 44 40 3 70 71 82 84 
82 51 40 23 36 83 54 88 12 7 45 15 14 26 77 8 62 17 77 15 
3 91 76 66 21 15 92 19 21 40 83 43 4 61 2 21 84 71 95 52 
42 13 54 50 7 39 44 68 85 97 2 25 84 99 55 53 49 8 5 23 
99 65 14 43 78 28 71 73 92 80 51 85 24 79 90 55 64 58 91 41 
0 55 45 25 36 70 52 65 28 93 32 69 38 68 34 83 36 10 98 46 
61 30 42 13 96 97 46 5 26 36 20 83 19 46 86 56 63 86 30 20 
10 29 15 40 94 33 38 3 7 83 85 81 5 46 26 94 69 40 43 28 
9 64 28 96 97 15 99 7 78 21 66 59 25 0 13 53 54 89 97 49 
59 53 85 30 99 66 1 47 56 91 66 1 78 35 30 88 60 54 20 73 
16 43 84 63 8 58 93 78 23 3 39 26 34 75 34 60 84 78 8 74 
4 9 51 1 44 59 4 63 47 12 84 83 83 2 92 16 24 33 95 96 
87 26 0 69 88 95 24 7 98 14 53 60 56 21 99 4 54 56 19 15 
95 29 36 64 0 41 32 51 73 75 17 23 83 54 48 19 18 0 92 43 
2 51 60 82 93 44 49 5 30 77 5 67 84 21 45 78 41 26 81 8 
55 69 45 48 14 54 76 47 76 54 14 55 78 56 89 49 22 50 2 51 
3 85 22 43 10 70 27 63 72 57 29 6 3 63 87 46 16 91 89 62 
46 8 95 97 17 28 10 37 83 21 54 92 76 23 25 89 81 99 9 17 
95 61 28 92 96 79 24 96 44 33 18 19 53 29 0 99 75 65 69 22 
22 30 1 57 63 64 9 91 33 22 66 9 40 57 73 12 2 15 13 72 
83 98 62 94 30 27 38 30 95 93 2 55 80 0 69 98 10 0 10 98 
18 24 73 96 39 75 22 49 63 20 31 81 46 44 0 63 66 64 44 45 
22 28 48 96 81 12 17 72 32 82 21 43 91 86 46 41 69 68 12 24 
63 23 91 26 79 41 18 23 63 38 66 66 72 11 45 33 47 48 79 86 
17 23 92 60 64 64 97 39 28 59 9 83 18 5 26 57 72 11 21 94 
60 58 19 35 45 11 86 45 1 27 82 92 35 63 4 88 74 39 14 44 
61 39 40 70 16 1 66 33 16 49 14 65 14 49 93 46 24 37 50 61 
61 84 84 43 21 24 7 90 57 82 89 82 51 86 38 89 74 42 45 13 
93 16 93 63 21 3 30 83 80 26 70 21 62 31 76 1 41 67 92 10 
66 76 46 96 39 96 12 8 5 33 58 88 39 8 70 62 81 51 13 95 
6 87 50 97 43 60 88 89 74 84 66 57 72 0 4 33 9 56 75 36 
25 80 74 48 94 35 85 7 97 32 89 70 39 27 7 74 86 6 55 98 
71 30 13 68 86 47 30 42 46 10 75 67 79 48 30 13 71 89 50 34 
98 72 78 27 13 37 47 8 90 6 47 59 56 90 77 24 63 27 91 87 
89 10 90 14 98 86 9 98 77 34 49 37 93 74 42 27 40 82 92 34 
24 40 21 3 34 96 8 6 95 65 12 79 17 38 32 77 45 85 60 76 
4 18 94 0 22 24 27 53 61 79 28 63 77 4 97 27 3 83 24 25 
22 37 86 49 17 75 28 71 58 27 93 65 79 25 47 35 32 34 74 95 
57 64 93 95 60 47 50 14 60 60 84 73 11 43 84 43 69 12 76 11 
80 2 14 18 57 27 10 70 78 19 41 69 58 88 25 83 7 27 12 44 
45 49 11 51 28 59 20 4 60 85 68 30 89 56 6 64 12 85 43 68 
91 37 23 72 87 28 2 33 99 27 48 23 79 36 12 68 87 94 88 84 
6 90 37 0 24 88 41 71 98 88 86 73 23 0 9 18 72 87 4 65 
36 60 5 49 3 97 69 58 3 79 15 70 83 78 94 97 42 24 58 95 
75 56 81 78 90 67 10 57 66 47 55 85 76 81 92 59 90 3 99 93 
48 54 2 99 74 24 41 60 76 64 49 12 97 77 98 46 56 93 59 8 
603 4248 4719 1038 3371 902 4432 3214 3113 3294 1780 4471 3745 1355 2954 1312 1013 375 3862 585 2921 3008 3667 274 2201 3060 1699 4560 2183 869 1664 1839 2308 1101 2022 145 1215 4696 2792 4719 1858 610 530 1193 2298 4853 3271 864 5001 1940 
