10
20
77 56 17 98 95 47 91 73 67 34 24 11 6 74 97 64 41 43 49 70
86 64 97 9 61 99 63 92 68 54 54 45 62 71 95 10 19 86 83 38
20 59 49 78 33 46 42 75 41 44 97 27 60 46 88 74 45 3 66 65
10 20 62 72 92 57 82 63 95 18 1 68 77 50 46 63 48 41 90 89
37 39 68 97 85 56 71 82 60 90 0 70 10 14 94 54 24 77 17 19
47 70 39 76 20 86 91 20 79 81 9 16 20 77 65 57 34 37 92 94
79 92 16 41 58 10 96 82 39 65 54 86 36 93 15 8 79 6 29 10
40 90 26 12 68 92 22 54 81 14 0 12 58 16 53 16 26 49 99 66
67 53 4 55 98 71 15 30 30 96 40 70 87 67 34 55 11 56 9 44
70 61 56 28 77 9 97 55 11 48 73 30 1 30 85 99 1 52 29 83
249 922 453 736 889 888 643 752 1096 804
